,listing_id,price,borough,neighbourhood,price_per_month,latitude,longitude
4261,6765697,86,Queens, Astoria,2615.833333,40.76855,-73.92583
4262,6767047,53,Brooklyn, Bushwick,1612.083333,40.69047,-73.91565
4263,6768399,48,Queens, Flushing,1460,40.75443,-73.80787
4264,6775943,65,Queens, Woodhaven,1977.083333,40.68982,-73.85379
4265,6776698,39,Queens, Woodhaven,1186.25,40.68955,-73.85348
4266,6784207,64,Brooklyn, Bushwick,1946.666667,40.69959,-73.92975
4267,6784873,270,Brooklyn, Greenpoint,8212.5,40.72298,-73.94545
4268,6784908,78,Manhattan, Inwood,2372.5,40.87211,-73.91544
4269,6786181,100,Brooklyn, East Flatbush,3041.666667,40.64345,-73.93643
4270,6786761,155,Manhattan, Hell's Kitchen,4714.583333,40.76037,-73.99084
4271,6787310,210,Manhattan, Hell's Kitchen,6387.5,40.76044,-73.98903
4272,6795568,155,Manhattan, Hell's Kitchen,4714.583333,40.7614,-73.98954
4273,6795657,75,Manhattan, Harlem,2281.25,40.83174,-73.94686
4274,6796530,98,Brooklyn, Gowanus,2980.833333,40.67928,-73.98254
4275,6798068,102,Brooklyn, Williamsburg,3102.5,40.70995,-73.96609
4276,6799692,255,Manhattan, Hell's Kitchen,7756.25,40.7618,-73.99093
4277,6799814,245,Manhattan, Hell's Kitchen,7452.083333,40.76207,-73.98945
4278,6799895,155,Manhattan, Hell's Kitchen,4714.583333,40.76146,-73.99109
4279,6799932,155,Manhattan, Hell's Kitchen,4714.583333,40.76015,-73.99086
4280,6799957,155,Manhattan, Hell's Kitchen,4714.583333,40.75987,-73.99056
4281,6799999,165,Manhattan, Hell's Kitchen,5018.75,40.76036,-73.99073
4282,6800277,155,Manhattan, Hell's Kitchen,4714.583333,40.76185,-73.99126
4283,6800576,65,Manhattan, Harlem,1977.083333,40.81456,-73.94159
4284,6806165,81,Manhattan, Washington Heights,2463.75,40.8334,-73.93913
4285,6808818,61,Brooklyn, Bushwick,1855.416667,40.68908,-73.91452
4286,6812061,65,Queens, Maspeth,1977.083333,40.73878,-73.89423
4287,6812690,59,Brooklyn, Bushwick,1794.583333,40.69054,-73.91403
4288,6812924,135,Queens, Astoria,4106.25,40.76219,-73.91963
4289,6820637,225,Brooklyn, Boerum Hill,6843.75,40.68724,-73.98596
4290,6821839,135,Queens, Jackson Heights,4106.25,40.75129,-73.88784
4291,6822854,58,Brooklyn, Bushwick,1764.166667,40.6904,-73.91538
4292,6827028,177,Brooklyn, Bedford-Stuyvesant,5383.75,40.6888,-73.93545
4293,6831518,99,Manhattan, Chelsea,3011.25,40.74733,-73.99023
4294,6833395,2000,Manhattan, Lower East Side,60833.33333,40.71321,-73.99099
4295,6833755,90,Brooklyn, Bedford-Stuyvesant,2737.5,40.68175,-73.91144
4296,6836485,70,Brooklyn, Flatbush,2129.166667,40.6412,-73.95302
4297,6846956,85,Brooklyn, Williamsburg,2585.416667,40.71571,-73.96556
4298,6852315,245,Manhattan, Greenwich Village,7452.083333,40.729,-74.00066
4299,6853271,150,Manhattan, Chelsea,4562.5,40.74153,-74.00036
4300,6853761,125,Brooklyn, Williamsburg,3802.083333,40.71238,-73.94776
4301,6855514,110,Manhattan, East Harlem,3345.833333,40.79487,-73.93477
4302,6860656,185,Manhattan, Harlem,5627.083333,40.82094,-73.95622
4303,6862191,245,Brooklyn, DUMBO,7452.083333,40.70212,-73.9851
4304,6863691,250,Brooklyn, Gowanus,7604.166667,40.68338,-73.98657
4305,6865053,89,Manhattan, Lower East Side,2707.083333,40.71449,-73.9874
4306,6865662,244,Manhattan, East Village,7421.666667,40.72148,-73.98235
4307,6866040,74,Brooklyn, Williamsburg,2250.833333,40.71117,-73.95292
4308,6866397,150,Manhattan, Lower East Side,4562.5,40.72215,-73.9914
4309,6866960,150,Brooklyn, East Flatbush,4562.5,40.63868,-73.95049
4310,6867325,40,Manhattan, Harlem,1216.666667,40.82443,-73.93843
4311,6883404,295,Manhattan, Chelsea,8972.916667,40.73983,-73.9988
4312,6885369,40,Brooklyn, Flatbush,1216.666667,40.6548,-73.95388
4313,6886371,199,Manhattan, Hell's Kitchen,6052.916667,40.76734,-73.98676
4314,6887755,109,Brooklyn, Gravesend,3315.416667,40.59627,-73.97287
4315,6892731,120,Brooklyn, Sheepshead Bay,3650,40.58804,-73.95674
4316,6897911,100,Brooklyn, Williamsburg,3041.666667,40.72004,-73.95615
4317,6898600,89,Brooklyn, Midwood,2707.083333,40.61679,-73.95521
4318,6899995,80,Manhattan, East Harlem,2433.333333,40.78968,-73.94202
4319,6900168,125,Queens, Woodside,3802.083333,40.74198,-73.89558
4320,6901401,155,Brooklyn, Bushwick,4714.583333,40.69712,-73.93325
4321,6901856,80,Brooklyn, Bushwick,2433.333333,40.69768,-73.93359
4322,6908209,155,Manhattan, Chelsea,4714.583333,40.74138,-74.00072
4323,6908837,53,Queens, Jamaica,1612.083333,40.68637,-73.79214
4324,6912211,122,Brooklyn, Bedford-Stuyvesant,3710.833333,40.68402,-73.95573
4325,6913773,47,Brooklyn, Bushwick,1429.583333,40.70376,-73.91765
4326,6921004,90,Brooklyn, Williamsburg,2737.5,40.71761,-73.9641
4327,6922490,154,Manhattan, East Village,4684.166667,40.72691,-73.98534
4328,6922505,230,Brooklyn, Greenpoint,6995.833333,40.72532,-73.95338
4329,6922758,285,Brooklyn, Cobble Hill,8668.75,40.68391,-73.99583
4330,6924793,99,Manhattan, Lower East Side,3011.25,40.7179,-73.98477
4331,6930780,139,Brooklyn, Bedford-Stuyvesant,4227.916667,40.68378,-73.93573
4332,6933326,75,Manhattan, Harlem,2281.25,40.82231,-73.95626
4333,6936794,900,Manhattan, Upper East Side,27375,40.76348,-73.95884
4334,6939597,100,Bronx, Mott Haven,3041.666667,40.80993,-73.92613
4335,6940108,140,Manhattan, Upper East Side,4258.333333,40.77252,-73.9556
4336,6948441,220,Manhattan, Chelsea,6691.666667,40.74723,-73.9916
4337,6949526,160,Brooklyn, Fort Greene,4866.666667,40.68503,-73.9742
4338,6955782,105,Brooklyn, Boerum Hill,3193.75,40.68564,-73.98408
4339,6956731,118,Manhattan, Upper East Side,3589.166667,40.77566,-73.95335
4340,6957168,220,Brooklyn, Carroll Gardens,6691.666667,40.68153,-74.0016
4341,6958652,40,Brooklyn, Bedford-Stuyvesant,1216.666667,40.68928,-73.93153
4342,6959212,84,Manhattan, East Harlem,2555,40.79952,-73.93502
4343,6965529,50,Bronx, Morris Heights,1520.833333,40.85073,-73.9128
4344,6969011,47,Brooklyn, Crown Heights,1429.583333,40.67618,-73.95133
4345,6969425,61,Brooklyn, Bedford-Stuyvesant,1855.416667,40.69467,-73.93333
4346,6970776,115,Manhattan, Upper East Side,3497.916667,40.76216,-73.96195
4347,6971141,325,Manhattan, Upper East Side,9885.416667,40.76222,-73.9603
4348,6971348,155,Manhattan, Upper East Side,4714.583333,40.76249,-73.96217
4349,6971871,155,Manhattan, Upper East Side,4714.583333,40.76035,-73.96133
4350,6972089,130,Manhattan, Upper West Side,3954.166667,40.78181,-73.98466
4351,6972192,125,Manhattan, Upper West Side,3802.083333,40.78289,-73.98477
4352,6973286,99,Manhattan, East Village,3011.25,40.72297,-73.97973
4353,6973292,59,Queens, Astoria,1794.583333,40.76583,-73.91086
4354,6977204,65,Manhattan, Harlem,1977.083333,40.81398,-73.95213
4355,6985434,120,Manhattan, Upper West Side,3650,40.78201,-73.98379
4356,6987811,51,Brooklyn, Bushwick,1551.25,40.69054,-73.91446
4357,6992300,75,Manhattan, Harlem,2281.25,40.82416,-73.95306
4358,6992831,60,Brooklyn, Flatbush,1825,40.63504,-73.96603
4359,6994064,110,Brooklyn, Williamsburg,3345.833333,40.70458,-73.94095
4360,6994259,100,Brooklyn, Bedford-Stuyvesant,3041.666667,40.69213,-73.95869
4361,7001872,195,Manhattan, Upper East Side,5931.25,40.76425,-73.96811
4362,7002139,125,Brooklyn, Bushwick,3802.083333,40.68802,-73.91474
4363,7004408,190,Manhattan, SoHo,5779.166667,40.72745,-74.0027
4364,7006151,177,Manhattan, Midtown,5383.75,40.74379,-73.98795
4365,7009152,65,Brooklyn, Crown Heights,1977.083333,40.67259,-73.95831
4366,7017768,75,Brooklyn, Bushwick,2281.25,40.6969,-73.93435
4367,7019122,160,Brooklyn, Williamsburg,4866.666667,40.71351,-73.92999
4368,7020266,90,Brooklyn, Williamsburg,2737.5,40.71688,-73.94162
4369,7023818,105,Manhattan, Midtown,3193.75,40.7587,-73.96705
4370,7024138,222,Manhattan, Upper East Side,6752.5,40.78402,-73.94974
4371,7024474,34,Brooklyn, East New York,1034.166667,40.6724,-73.88118
4372,7024774,205,Brooklyn, Fort Greene,6235.416667,40.69276,-73.97061
4373,7024778,150,Brooklyn, Clinton Hill,4562.5,40.68524,-73.9607
4374,7032930,90,Brooklyn, Bedford-Stuyvesant,2737.5,40.68302,-73.94232
4375,7033271,85,Manhattan, Washington Heights,2585.416667,40.85008,-73.94277
4376,7034953,139,Brooklyn, Park Slope,4227.916667,40.6688,-73.97865
4377,7035513,153,Manhattan, Upper East Side,4653.75,40.77098,-73.95034
4378,7036290,50,Brooklyn, Bedford-Stuyvesant,1520.833333,40.68237,-73.91977
4379,7037791,180,Brooklyn, Bedford-Stuyvesant,5475,40.6874,-73.9383
4380,7037918,60,Queens, East Elmhurst,1825,40.76578,-73.86424
4381,7037999,50,Brooklyn, Bedford-Stuyvesant,1520.833333,40.68742,-73.92825
4382,7038801,58,Brooklyn, Crown Heights,1764.166667,40.66743,-73.94712
4383,7043746,250,Queens, Arverne,7604.166667,40.5927,-73.7899
4384,7047329,140,Brooklyn, Williamsburg,4258.333333,40.71687,-73.94656
4385,7047808,850,Manhattan, Flatiron District,25854.16667,40.74068,-73.98999
4386,7048398,245,Manhattan, Upper West Side,7452.083333,40.77408,-73.98181
4387,7053502,120,Brooklyn, Fort Greene,3650,40.68835,-73.9736
4388,7054797,150,Queens, Springfield Gardens,4562.5,40.68485,-73.76063
4389,7054824,220,Manhattan, West Village,6691.666667,40.73489,-74.00182
4390,7059663,160,Manhattan, Upper East Side,4866.666667,40.77516,-73.95224
4391,7063158,500,Manhattan, Upper West Side,15208.33333,40.7736,-73.98428
4392,7064935,70,Manhattan, Harlem,2129.166667,40.8298,-73.94683
4393,7065307,150,Manhattan, SoHo,4562.5,40.726,-74.00204
4394,7067406,275,Manhattan, West Village,8364.583333,40.73055,-74.00435
4395,7070947,89,Manhattan, Chinatown,2707.083333,40.71813,-73.99665
4396,7071657,243,Manhattan, Upper East Side,7391.25,40.77344,-73.95035
4397,7073436,109,Brooklyn, Williamsburg,3315.416667,40.71067,-73.95419
4398,7086310,80,Manhattan, Washington Heights,2433.333333,40.83621,-73.94646
4399,7086331,80,Queens, Astoria,2433.333333,40.76623,-73.91902
4400,7086539,110,Brooklyn, Bushwick,3345.833333,40.68774,-73.9155
4401,7089310,398,Queens, Jamaica Estates,12105.83333,40.72223,-73.78565
4402,7090512,38,Brooklyn, Flatbush,1155.833333,40.6541,-73.95814
4403,7091125,299,Manhattan, Flatiron District,9094.583333,40.74138,-73.98814
4404,7092505,129,Brooklyn, Greenpoint,3923.75,40.72568,-73.94142
4405,7092618,190,Manhattan, Upper East Side,5779.166667,40.7604,-73.96257
4406,7093920,83,Manhattan, Roosevelt Island,2524.583333,40.76193,-73.94933
4407,7094112,198,Manhattan, East Village,6022.5,40.73022,-73.98893
4408,7095783,270,Manhattan, Upper East Side,8212.5,40.76533,-73.96163
4409,7095888,110,Brooklyn, Canarsie,3345.833333,40.64796,-73.89176
4410,7106154,200,Brooklyn, Bushwick,6083.333333,40.70041,-73.93957
4411,7111050,29,Brooklyn, Bedford-Stuyvesant,882.0833333,40.68828,-73.92989
4412,7112684,90,Brooklyn, Williamsburg,2737.5,40.70684,-73.93854
4413,7116071,145,Brooklyn, Bensonhurst,4410.416667,40.61112,-74.00028
4414,7116799,130,Queens, Jamaica,3954.166667,40.69121,-73.78342
4415,7116864,99,Manhattan, Upper West Side,3011.25,40.76812,-73.98341
4416,7125107,45,Queens, East Elmhurst,1368.75,40.77005,-73.87691
4417,7128293,95,Brooklyn, Bedford-Stuyvesant,2889.583333,40.6937,-73.94501
4418,7132891,75,Brooklyn, Bushwick,2281.25,40.69319,-73.92375
4419,7134343,97,Brooklyn, Bedford-Stuyvesant,2950.416667,40.67995,-73.90922
4420,7141549,120,Manhattan, Kips Bay,3650,40.74281,-73.97981
4421,7142734,109,Queens, Forest Hills,3315.416667,40.71818,-73.84944
4422,7153138,120,Brooklyn, Bedford-Stuyvesant,3650,40.68785,-73.92782
4423,7158408,135,Brooklyn, Bedford-Stuyvesant,4106.25,40.67939,-73.94939
4424,7160363,99,Manhattan, Upper West Side,3011.25,40.79632,-73.96225
4425,7160545,148,Manhattan, East Village,4501.666667,40.72299,-73.97756
4426,7170149,349,Manhattan, Hell's Kitchen,10615.41667,40.76546,-73.98782
4427,7174067,129,Brooklyn, Fort Greene,3923.75,40.68726,-73.97616
4428,7174361,250,Manhattan, Hell's Kitchen,7604.166667,40.75788,-73.99223
4429,7177666,450,Brooklyn, Gowanus,13687.5,40.67916,-73.98911
4430,7180335,35,Brooklyn, Bushwick,1064.583333,40.69765,-73.93334
4431,7194538,355,Manhattan, Harlem,10797.91667,40.80595,-73.94882
4432,7199049,65,Brooklyn, Bedford-Stuyvesant,1977.083333,40.6927,-73.94656
4433,7199258,130,Brooklyn, Crown Heights,3954.166667,40.67026,-73.9497
4434,7202170,160,Manhattan, Murray Hill,4866.666667,40.74882,-73.97788
4435,7202368,98,Brooklyn, Bedford-Stuyvesant,2980.833333,40.68651,-73.933
4436,7202612,90,Brooklyn, Williamsburg,2737.5,40.71279,-73.96037
4437,7204443,125,Brooklyn, DUMBO,3802.083333,40.70429,-73.98773
4438,7205861,125,Brooklyn, Bedford-Stuyvesant,3802.083333,40.68435,-73.93806
4439,7206060,90,Brooklyn, Bushwick,2737.5,40.70093,-73.92375
4440,7206796,225,Brooklyn, Fort Greene,6843.75,40.68919,-73.97474
4441,7208745,59,Queens, Fresh Meadows,1794.583333,40.73859,-73.78891
4442,7217351,450,Brooklyn, Red Hook,13687.5,40.67993,-74.00688
4443,7221446,29,Brooklyn, Bedford-Stuyvesant,882.0833333,40.69588,-73.93384
4444,7224086,100,Brooklyn, Bushwick,3041.666667,40.70548,-73.91776
4445,7225366,450,Manhattan, Chelsea,13687.5,40.74923,-73.99376
4446,7227235,55,Brooklyn, Fort Hamilton,1672.916667,40.61985,-74.03255
4447,7227418,55,Brooklyn, Fort Hamilton,1672.916667,40.61999,-74.03181
4448,7237763,250,Brooklyn, Brooklyn Heights,7604.166667,40.6947,-73.99304
4449,7238041,159,Brooklyn, Williamsburg,4836.25,40.71335,-73.93957
4450,7240563,90,Brooklyn, Bedford-Stuyvesant,2737.5,40.67924,-73.9405
4451,7244171,80,Brooklyn, East New York,2433.333333,40.6752,-73.89218
4452,7246609,200,Manhattan, Lower East Side,6083.333333,40.72259,-73.99311
4453,7246757,175,Manhattan, Lower East Side,5322.916667,40.7201,-73.9841
4454,7246903,96,Queens, Maspeth,2920,40.73456,-73.88891
4455,7247033,100,Manhattan, Chinatown,3041.666667,40.71574,-73.99107
4456,7254986,600,Brooklyn, Carroll Gardens,18250,40.68358,-73.99474
4457,7255372,32,Brooklyn, Bedford-Stuyvesant,973.3333333,40.68538,-73.92447
4458,7255577,98,Manhattan, Hell's Kitchen,2980.833333,40.75834,-73.99277
4459,7256741,219,Manhattan, East Village,6661.25,40.7333,-73.98943
4460,7258864,84,Brooklyn, Williamsburg,2555,40.71563,-73.95737
4461,7259804,45,Brooklyn, Bedford-Stuyvesant,1368.75,40.68754,-73.92522
4462,7265079,89,Brooklyn, Park Slope,2707.083333,40.6756,-73.97781
4463,7269771,160,Manhattan, Stuyvesant Town,4866.666667,40.7305,-73.98043
4464,7272530,65,Brooklyn, Bedford-Stuyvesant,1977.083333,40.69278,-73.94678
4465,7275122,178,Brooklyn, Vinegar Hill,5414.166667,40.70107,-73.98391
4466,7276534,50,Queens, East Elmhurst,1520.833333,40.7582,-73.87656
4467,7278762,158,Queens, Elmhurst,4805.833333,40.73626,-73.87143
4468,7286324,70,Queens, Long Island City,2129.166667,40.7631,-73.92936
4469,7292891,170,Manhattan, Chelsea,5170.833333,40.74482,-73.99917
4470,7304034,299,Manhattan, East Village,9094.583333,40.72545,-73.98802
4471,7309129,250,Manhattan, Chinatown,7604.166667,40.71431,-73.99142
4472,7309427,399,Brooklyn, South Slope,12136.25,40.66691,-73.98658
4473,7310835,650,Manhattan, SoHo,19770.83333,40.72268,-74.00269
4474,7319512,65,Manhattan, Upper East Side,1977.083333,40.76164,-73.95995
4475,7319791,120,Manhattan, Lower East Side,3650,40.71894,-73.99205
4476,7323905,120,Manhattan, East Village,3650,40.72947,-73.9813
4477,7325230,350,Brooklyn, Bushwick,10645.83333,40.70174,-73.92662
4478,7327782,64,Brooklyn, Crown Heights,1946.666667,40.66664,-73.92805
4479,7328260,40,Manhattan, Washington Heights,1216.666667,40.83769,-73.94207
4480,7331070,290,Queens, Bayside,8820.833333,40.76729,-73.77162
4481,7331958,235,Manhattan, West Village,7147.916667,40.73529,-74.00323
4482,7341406,125,Brooklyn, Bedford-Stuyvesant,3802.083333,40.68398,-73.94101
4483,7341983,130,Brooklyn, Bedford-Stuyvesant,3954.166667,40.69169,-73.93142
4484,7342107,120,Bronx, East Morrisania,3650,40.82873,-73.89553
4485,7343048,180,Manhattan, Upper West Side,5475,40.79708,-73.969
4486,7344720,80,Manhattan, East Harlem,2433.333333,40.7946,-73.93572
4487,7348959,58,Brooklyn, Park Slope,1764.166667,40.67618,-73.98122
4488,7349256,40,Brooklyn, Bushwick,1216.666667,40.69508,-73.91053
4489,7349421,78,Manhattan, Harlem,2372.5,40.82606,-73.94659
4490,7354701,159,Brooklyn, Bedford-Stuyvesant,4836.25,40.68396,-73.92872
4491,7358801,145,Manhattan, Lower East Side,4410.416667,40.72065,-73.98273
4492,7363109,189,Manhattan, Lower East Side,5748.75,40.71729,-73.98442
4493,7368190,199,Manhattan, Kips Bay,6052.916667,40.73943,-73.98135
4494,7369427,174,Manhattan, East Harlem,5292.5,40.78858,-73.94742
4495,7376952,120,Manhattan, Upper West Side,3650,40.77976,-73.97837
4496,7381038,75,Brooklyn, Sunset Park,2281.25,40.66196,-73.99177
4497,7381236,450,Brooklyn, Bedford-Stuyvesant,13687.5,40.68247,-73.94119
4498,7389120,129,Brooklyn, Sheepshead Bay,3923.75,40.58294,-73.95897
4499,7391230,80,Brooklyn, Williamsburg,2433.333333,40.71058,-73.9672
4500,7403161,245,Manhattan, NoHo,7452.083333,40.72579,-73.99341
4501,7411421,109,Brooklyn, Williamsburg,3315.416667,40.71303,-73.9558
4502,7415905,125,Brooklyn, Bedford-Stuyvesant,3802.083333,40.6846,-73.94478
4503,7426597,165,Brooklyn, Gowanus,5018.75,40.66892,-73.99136
4504,7435223,130,Brooklyn, Bushwick,3954.166667,40.69644,-73.92707
4505,7436186,108,Brooklyn, Flatbush,3285,40.63198,-73.95988
4506,7437623,595,Manhattan, Upper East Side,18097.91667,40.78271,-73.95288
4507,7453537,70,Brooklyn, Prospect Heights,2129.166667,40.67883,-73.97051
4508,7454378,150,Brooklyn, East Flatbush,4562.5,40.64563,-73.9419
4509,7455580,120,Manhattan, West Village,3650,40.73778,-73.99941
4510,7456166,147,Brooklyn, Bushwick,4471.25,40.70222,-73.93294
4511,7457099,328,Manhattan, Upper East Side,9976.666667,40.76205,-73.96382
4512,7460924,150,Brooklyn, Williamsburg,4562.5,40.70275,-73.93445
4513,7460933,95,Brooklyn, Greenpoint,2889.583333,40.72435,-73.95154
4514,7461611,185,Brooklyn, Crown Heights,5627.083333,40.66514,-73.95688
4515,7461720,89,Brooklyn, Prospect Heights,2707.083333,40.68024,-73.96658
4516,7461910,67,Brooklyn, Bedford-Stuyvesant,2037.916667,40.68906,-73.93751
4517,7462019,125,Brooklyn, Flatbush,3802.083333,40.63968,-73.95215
4518,7471933,360,Brooklyn, Williamsburg,10950,40.70414,-73.93408
4519,7472710,80,Queens, Sunnyside,2433.333333,40.74824,-73.91361
4520,7473810,400,Brooklyn, Bedford-Stuyvesant,12166.66667,40.68141,-73.95841
4521,7475079,70,Brooklyn, Williamsburg,2129.166667,40.70891,-73.94161
4522,7480520,215,Manhattan, Chelsea,6539.583333,40.73925,-74
4523,7480729,165,Manhattan, East Village,5018.75,40.72528,-73.97882
4524,7482821,100,Brooklyn, Bushwick,3041.666667,40.69696,-73.93433
4525,7482970,499,Manhattan, Hell's Kitchen,15177.91667,40.75864,-73.99056
4526,7484548,40,Brooklyn, Bedford-Stuyvesant,1216.666667,40.69127,-73.93983
4527,7495477,175,Manhattan, Hell's Kitchen,5322.916667,40.76432,-73.99396
4528,7498074,118,Manhattan, Upper East Side,3589.166667,40.77085,-73.95725
4529,7498271,172,Brooklyn, Bushwick,5231.666667,40.69593,-73.92057
4530,7500571,102,Brooklyn, Bedford-Stuyvesant,3102.5,40.68544,-73.93872
4531,7501292,101,Brooklyn, Bedford-Stuyvesant,3072.083333,40.69141,-73.934
4532,7501694,40,Bronx, Hunts Point,1216.666667,40.81335,-73.8873
4533,7502146,40,Bronx, Hunts Point,1216.666667,40.81395,-73.88675
4534,7508560,75,Manhattan, East Harlem,2281.25,40.81211,-73.9378
4535,7508742,90,Brooklyn, Flatbush,2737.5,40.64935,-73.96485
4536,7511610,140,Brooklyn, Fort Greene,4258.333333,40.68799,-73.97314
4537,7515694,210,Manhattan, Chelsea,6387.5,40.7394,-73.99838
4538,7516218,225,Brooklyn, Vinegar Hill,6843.75,40.70146,-73.98188
4539,7519160,133,Manhattan, Upper West Side,4045.416667,40.77778,-73.9781
4540,7528664,69,Manhattan, Lower East Side,2098.75,40.71289,-73.98877
4541,7535342,200,Manhattan, Hell's Kitchen,6083.333333,40.7603,-73.99222
4542,7541249,59,Brooklyn, Gowanus,1794.583333,40.67758,-73.98519
4543,7542500,55,Brooklyn, Prospect-Lefferts Gardens,1672.916667,40.65736,-73.96094
4544,7544709,169,Manhattan, Lower East Side,5140.416667,40.71281,-73.98705
4545,7545168,58,Brooklyn, Bedford-Stuyvesant,1764.166667,40.68346,-73.95551
4546,7547439,78,Manhattan, East Village,2372.5,40.72962,-73.98932
4547,7547481,60,Brooklyn, Prospect-Lefferts Gardens,1825,40.65845,-73.96064
4548,7547536,210,Manhattan, Greenwich Village,6387.5,40.73528,-73.99744
4549,7555693,75,Manhattan, Harlem,2281.25,40.82652,-73.95304
4550,7556153,123,Brooklyn, Fort Greene,3741.25,40.68896,-73.97737
4551,7557546,122,Queens, Ditmars Steinway,3710.833333,40.77672,-73.91956
4552,7560654,110,Manhattan, Washington Heights,3345.833333,40.83353,-73.94393
4553,7561257,89,Queens, Astoria,2707.083333,40.76254,-73.91415
4554,7562552,110,Brooklyn, Bedford-Stuyvesant,3345.833333,40.68338,-73.92072
4555,7562611,45,Brooklyn, Windsor Terrace,1368.75,40.64813,-73.97237
4556,7563493,65,Queens, Flushing,1977.083333,40.74823,-73.8084
4557,7572103,170,Manhattan, Chinatown,5170.833333,40.71379,-73.99112
4558,7572534,90,Manhattan, Hell's Kitchen,2737.5,40.75894,-73.9915
4559,7574757,69,Brooklyn, Bedford-Stuyvesant,2098.75,40.68366,-73.9247
4560,7593263,85,Brooklyn, Bushwick,2585.416667,40.68902,-73.9156
4561,7593556,125,Queens, Ridgewood,3802.083333,40.69962,-73.90439
4562,7594252,175,Brooklyn, South Slope,5322.916667,40.66627,-73.98954
4563,7597750,59,Queens, Long Island City,1794.583333,40.75037,-73.91265
4564,7601870,215,Manhattan, Chelsea,6539.583333,40.75013,-74.0033
4565,7603389,118,Manhattan, Chelsea,3589.166667,40.7438,-73.99751
4566,7603716,70,Brooklyn, Fort Hamilton,2129.166667,40.61926,-74.03272
4567,7604021,110,Manhattan, Upper West Side,3345.833333,40.79203,-73.96967
4568,7610785,299,Manhattan, Harlem,9094.583333,40.81095,-73.95296
4569,7612456,103,Manhattan, Upper West Side,3132.916667,40.791,-73.9722
4570,7615496,100,Brooklyn, Canarsie,3041.666667,40.63118,-73.89679
4571,7615693,275,Brooklyn, Fort Greene,8364.583333,40.6874,-73.97484
4572,7618832,300,Manhattan, Nolita,9125,40.72118,-73.99575
4573,7619082,370,Brooklyn, Williamsburg,11254.16667,40.71534,-73.96633
4574,7620763,92,Brooklyn, Sheepshead Bay,2798.333333,40.60633,-73.95704
4575,7621698,100,Queens, Astoria,3041.666667,40.76979,-73.92019
4576,7627784,150,Manhattan, Hell's Kitchen,4562.5,40.76769,-73.99405
4577,7629972,70,Brooklyn, Columbia St,2129.166667,40.6851,-74.00228
4578,7630422,230,Manhattan, Upper West Side,6995.833333,40.78733,-73.97364
4579,7633154,195,Brooklyn, South Slope,5931.25,40.66307,-73.9834
4580,7645359,175,Brooklyn, Clinton Hill,5322.916667,40.68864,-73.96759
4581,7646751,70,Brooklyn, Williamsburg,2129.166667,40.72002,-73.96028
4582,7647268,45,Brooklyn, Borough Park,1368.75,40.63741,-74.00118
4583,7647651,55,Brooklyn, Red Hook,1672.916667,40.67791,-74.0072
4584,7651418,160,Manhattan, Lower East Side,4866.666667,40.71903,-73.9904
4585,7651474,155,Brooklyn, Bedford-Stuyvesant,4714.583333,40.68248,-73.92811
4586,7651547,275,Manhattan, Harlem,8364.583333,40.82206,-73.95234
4587,7652936,99,Brooklyn, Carroll Gardens,3011.25,40.67763,-74.00108
4588,7654931,59,Brooklyn, Bedford-Stuyvesant,1794.583333,40.6884,-73.9305
4589,7656308,45,Brooklyn, Williamsburg,1368.75,40.71256,-73.95695
4590,7657879,270,Manhattan, Chelsea,8212.5,40.74376,-74.00387
4591,7660252,150,Queens, Astoria,4562.5,40.7655,-73.92169
4592,7662874,79,Manhattan, Harlem,2402.916667,40.82883,-73.94468
4593,7663043,199,Brooklyn, Bedford-Stuyvesant,6052.916667,40.68716,-73.9243
4594,7664692,33,Brooklyn, Borough Park,1003.75,40.63574,-74.00329
4595,7664789,45,Queens, Astoria,1368.75,40.76205,-73.91379
4596,7669319,99,Brooklyn, Prospect Heights,3011.25,40.67293,-73.96678
4597,7675994,100,Manhattan, East Village,3041.666667,40.73107,-73.98213
4598,7676933,59,Manhattan, Upper West Side,1794.583333,40.80188,-73.96696
4599,7678743,64,Brooklyn, Red Hook,1946.666667,40.67894,-74.0128
4600,7679236,350,Queens, Neponsit,10645.83333,40.57215,-73.85822
4601,7679697,200,Manhattan, Hell's Kitchen,6083.333333,40.76377,-73.98786
4602,7679943,128,Brooklyn, Windsor Terrace,3893.333333,40.65758,-73.97801
4603,7680504,150,Brooklyn, Bedford-Stuyvesant,4562.5,40.68001,-73.94971
4604,7680750,100,Brooklyn, Bedford-Stuyvesant,3041.666667,40.68022,-73.92795
4605,7686940,95,Bronx, Longwood,2889.583333,40.82417,-73.90156
4606,7688839,147,Brooklyn, Cobble Hill,4471.25,40.68732,-73.99245
4607,7692326,225,Brooklyn, Crown Heights,6843.75,40.66465,-73.95372
4608,7692660,40,Bronx, Hunts Point,1216.666667,40.81229,-73.88887
4609,7692870,120,Brooklyn, Williamsburg,3650,40.70841,-73.9539
4610,7695043,160,Brooklyn, Boerum Hill,4866.666667,40.68589,-73.99102
4611,7696645,215,Brooklyn, Navy Yard,6539.583333,40.69855,-73.97595
4612,7697504,175,Brooklyn, Greenpoint,5322.916667,40.72831,-73.949
4613,7698593,200,Brooklyn, Bedford-Stuyvesant,6083.333333,40.69351,-73.94011
4614,7698722,99,Brooklyn, Bedford-Stuyvesant,3011.25,40.68599,-73.9394
4615,7699037,45,Manhattan, Washington Heights,1368.75,40.85076,-73.93049
